id,slug,title,type,mature,assets,earlyAccess,achievements,tradingCards,appid,tags,releaseDate,developers,publishers,reviews,stats,players,urls
018d937e-f021-706f-995a-e0464c1db639,battlebit-remastered,BattleBit Remastered,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937e-f021-706f-995a-e0464c1db639/boxart.jpg', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937e-f021-706f-995a-e0464c1db639/banner145.jpg', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937e-f021-706f-995a-e0464c1db639/banner300.jpg', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937e-f021-706f-995a-e0464c1db639/banner400.jpg', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937e-f021-706f-995a-e0464c1db639/banner600.jpg'}",False,False,False,671860,"['FPS', 'Multiplayer', 'Shooter', 'Military', 'Destruction']",2023-06-15,"[{'id': 21828, 'name': 'SgtOkiDoki'}, {'id': 21829, 'name': 'Vilaskis'}, {'id': 21830, 'name': 'TheLiquidHorse'}]","[{'id': 21828, 'name': 'SgtOkiDoki'}]","[{'score': 89, 'source': 'Steam', 'count': 117123, 'url': 'https://store.steampowered.com/app/671860/'}, {'score': None, 'source': 'OpenCritic', 'count': 2, 'url': 'https://opencritic.com/game/15171/battlebit-remastered'}]","{'rank': 1610, 'waitlisted': 4967, 'collected': 5411}","{'recent': 2205, 'day': 2713, 'week': 3526, 'peak': 82392}",{'game': 'https://isthereanydeal.com/game/battlebit-remastered/'}
018d937e-ea24-70bd-91e9-b1a8c6782f58,age-of-empires-ii-definitive-edition,Age of Empires II: Definitive Edition,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937e-ea24-70bd-91e9-b1a8c6782f58/boxart.jpg?t=1720720524', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937e-ea24-70bd-91e9-b1a8c6782f58/banner145.jpg?t=1720720525', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937e-ea24-70bd-91e9-b1a8c6782f58/banner300.jpg?t=1720720525', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937e-ea24-70bd-91e9-b1a8c6782f58/banner400.jpg?t=1720720525', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937e-ea24-70bd-91e9-b1a8c6782f58/banner600.jpg?t=1720720526'}",False,True,True,813780,"['Strategy', 'RTS', 'City Builder', 'Multiplayer', 'Base Building']",2019-11-14,"[{'id': 8691, 'name': 'Forgotten Empires / Tantalus Media / Wicked Witch'}, {'id': 6279, 'name': 'Forgotten Empires'}, {'id': 6825, 'name': 'Tantalus Media'}, {'id': 6826, 'name': ""World's Edge""}, {'id': 7011, 'name': 'Wicked Witch'}, {'id': 7010, 'name': 'Tantalus'}]","[{'id': 20, 'name': 'Xbox Game Studios'}, {'id': 2174, 'name': 'Microsoft'}, {'id': 91942, 'name': 'Xbox'}]","[{'score': 94, 'source': 'Steam', 'count': 128795, 'url': 'https://store.steampowered.com/app/813780/'}, {'score': 84, 'source': 'Metascore', 'count': 31, 'url': 'https://metacritic.com/game/age-of-empires-ii-definitive-edition/critic-reviews/?platform=pc'}, {'score': 88, 'source': 'Metacritic User Score', 'count': 405, 'url': 'https://metacritic.com/game/age-of-empires-ii-definitive-edition/user-reviews/?platform=pc'}, {'score': 85, 'source': 'OpenCritic', 'count': 47, 'url': 'https://opencritic.com/game/8450/age-of-empires-ii-definitive-edition'}]","{'rank': 724, 'waitlisted': 6932, 'collected': 9075}","{'recent': 22226, 'day': 22226, 'week': 22867, 'peak': 38048}",{'game': 'https://isthereanydeal.com/game/age-of-empires-ii-definitive-edition/'}
018d937f-1218-73be-bd98-0064a079d30a,sniper-elite-v2,Sniper Elite V2,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937f-1218-73be-bd98-0064a079d30a/boxart.jpg', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937f-1218-73be-bd98-0064a079d30a/banner145.jpg', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937f-1218-73be-bd98-0064a079d30a/banner300.jpg', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937f-1218-73be-bd98-0064a079d30a/banner400.jpg', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937f-1218-73be-bd98-0064a079d30a/banner600.jpg'}",False,True,True,63380,"['Sniper', 'Action', 'Stealth', 'World War II', 'Co-op']",2012-01-05,"[{'id': 577, 'name': 'Rebellion'}]","[{'id': 577, 'name': 'Rebellion'}]","[{'score': 88, 'source': 'Steam', 'count': 5873, 'url': 'https://store.steampowered.com/app/63380/'}, {'score': 66, 'source': 'Metascore', 'count': 2, 'url': 'https://metacritic.com/game/sniper-elite-v2/critic-reviews/?platform=pc'}, {'score': 68, 'source': 'Metacritic User Score', 'count': 107, 'url': 'https://metacritic.com/game/sniper-elite-v2/user-reviews/?platform=pc'}]","{'rank': 234, 'waitlisted': 1152, 'collected': 33826}","{'recent': 0, 'day': 0, 'week': 0, 'peak': 480}",{'game': 'https://isthereanydeal.com/game/sniper-elite-v2/'}
018d937e-f519-71e5-b1d0-b00cbb24c647,ready-or-not,Ready Or Not,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937e-f519-71e5-b1d0-b00cbb24c647/boxart.jpg?t=1720716025', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937e-f519-71e5-b1d0-b00cbb24c647/banner145.jpg?t=1720716025', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937e-f519-71e5-b1d0-b00cbb24c647/banner300.jpg?t=1720716025', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937e-f519-71e5-b1d0-b00cbb24c647/banner400.jpg?t=1720716025', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937e-f519-71e5-b1d0-b00cbb24c647/banner600.jpg?t=1720716026'}",False,False,False,1144200,"['Tactical', 'Realistic', 'FPS', 'Shooter', 'Multiplayer']",2021-12-17,"[{'id': 669, 'name': 'VOID Interactive'}]","[{'id': 6637, 'name': 'Green Man Gaming'}, {'id': 669, 'name': 'VOID Interactive'}, {'id': 5229, 'name': 'Green Man Loaded'}]","[{'score': 88, 'source': 'Steam', 'count': 143483, 'url': 'https://store.steampowered.com/app/1144200/'}, {'score': 79, 'source': 'Metascore', 'count': 13, 'url': 'https://metacritic.com/game/ready-or-not/critic-reviews/?platform=pc'}, {'score': 83, 'source': 'Metacritic User Score', 'count': 131, 'url': 'https://metacritic.com/game/ready-or-not/user-reviews/?platform=pc'}, {'score': 80, 'source': 'OpenCritic', 'count': 18, 'url': 'https://opencritic.com/game/15971/ready-or-not'}]","{'rank': 788, 'waitlisted': 8919, 'collected': 3833}","{'recent': 9181, 'day': 9181, 'week': 11941, 'peak': 52651}",{'game': 'https://isthereanydeal.com/game/ready-or-not/'}
018d937f-333d-73a0-b5c7-b40075c95b25,need-for-speed-heat,Need for Speed™ Heat,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937f-333d-73a0-b5c7-b40075c95b25/boxart.jpg', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937f-333d-73a0-b5c7-b40075c95b25/banner145.jpg', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937f-333d-73a0-b5c7-b40075c95b25/banner300.jpg', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937f-333d-73a0-b5c7-b40075c95b25/banner400.jpg', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937f-333d-73a0-b5c7-b40075c95b25/banner600.jpg'}",False,False,False,1222680,"['Racing', 'Open World', 'Multiplayer', 'Driving', 'Action']",2019-11-07,"[{'id': 4843, 'name': 'Ghost Games'}]","[{'id': 1571, 'name': 'EA C2C Digital (United Kingdom)'}, {'id': 22, 'name': 'Electronic Arts'}]","[{'score': 84, 'source': 'Steam', 'count': 93466, 'url': 'https://store.steampowered.com/app/1222680/'}, {'score': 72, 'source': 'Metascore', 'count': 8, 'url': 'https://metacritic.com/game/need-for-speed-heat/critic-reviews/?platform=pc'}, {'score': 62, 'source': 'Metacritic User Score', 'count': 958, 'url': 'https://metacritic.com/game/need-for-speed-heat/user-reviews/?platform=pc'}, {'score': 72, 'source': 'OpenCritic', 'count': 118, 'url': 'https://opencritic.com/game/8182/need-for-speed-heat'}]","{'rank': 2038, 'waitlisted': 2622, 'collected': 8374}","{'recent': 2448, 'day': 2448, 'week': 2735, 'peak': 82171}",{'game': 'https://isthereanydeal.com/game/need-for-speed-heat/'}
018d937f-0e7c-736e-9f47-1664dc2aa81e,crossout,Crossout,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937f-0e7c-736e-9f47-1664dc2aa81e/boxart.jpg?t=1721842507', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937f-0e7c-736e-9f47-1664dc2aa81e/banner145.jpg?t=1721842507', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937f-0e7c-736e-9f47-1664dc2aa81e/banner300.jpg?t=1721842507', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937f-0e7c-736e-9f47-1664dc2aa81e/banner400.jpg?t=1721842508', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937f-0e7c-736e-9f47-1664dc2aa81e/banner600.jpg?t=1721842508'}",False,True,True,386180,"['Atmospheric', 'PvE', 'Shooter', 'Free to Play', 'Third-Person Shooter']",2017-07-27,"[{'id': 3446, 'name': 'Targem Games'}]","[{'id': 60798, 'name': 'Gaijin Network Ltd'}]","[{'score': 75, 'source': 'Steam', 'count': 60598, 'url': 'https://store.steampowered.com/app/386180/'}, {'score': None, 'source': 'Metascore', 'count': 2, 'url': 'https://metacritic.com/game/crossout/critic-reviews/?platform=pc'}, {'score': 58, 'source': 'Metacritic User Score', 'count': 43, 'url': 'https://metacritic.com/game/crossout/user-reviews/?platform=pc'}, {'score': 61, 'source': 'OpenCritic', 'count': 7, 'url': 'https://opencritic.com/game/4466/crossout'}]","{'rank': 4722, 'waitlisted': 702, 'collected': 5951}","{'recent': 3737, 'day': 4034, 'week': 4220, 'peak': 12077}",{'game': 'https://isthereanydeal.com/game/crossout/'}
018d937f-379f-724a-8765-26a7d382d7dc,beat-saber,Beat Saber,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937f-379f-724a-8765-26a7d382d7dc/boxart.jpg', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937f-379f-724a-8765-26a7d382d7dc/banner145.jpg', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937f-379f-724a-8765-26a7d382d7dc/banner300.jpg', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937f-379f-724a-8765-26a7d382d7dc/banner400.jpg', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937f-379f-724a-8765-26a7d382d7dc/banner600.jpg'}",False,False,False,620980,"['VR', 'Rhythm', 'Music', 'Moddable', 'Fast-Paced']",2019-05-21,"[{'id': 20519, 'name': 'Beat Games'}]","[{'id': 20519, 'name': 'Beat Games'}]","[{'score': 95, 'source': 'Steam', 'count': 66155, 'url': 'https://store.steampowered.com/app/620980/'}, {'score': 93, 'source': 'Metascore', 'count': 7, 'url': 'https://metacritic.com/game/beat-saber/critic-reviews/?platform=pc'}, {'score': 83, 'source': 'Metacritic User Score', 'count': 206, 'url': 'https://metacritic.com/game/beat-saber/user-reviews/?platform=pc'}]","{'rank': 629, 'waitlisted': 8061, 'collected': 8074}","{'recent': 628, 'day': 718, 'week': 836, 'peak': 44680}",{'game': 'https://isthereanydeal.com/game/beat-saber/'}
018d937f-1ac0-710a-bf0f-d7988dc1cfd2,enter-the-gungeon,Enter the Gungeon,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937f-1ac0-710a-bf0f-d7988dc1cfd2/boxart.jpg', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937f-1ac0-710a-bf0f-d7988dc1cfd2/banner145.jpg', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937f-1ac0-710a-bf0f-d7988dc1cfd2/banner300.jpg', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937f-1ac0-710a-bf0f-d7988dc1cfd2/banner400.jpg', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937f-1ac0-710a-bf0f-d7988dc1cfd2/banner600.jpg'}",False,True,False,311690,"['Bullet Hell', 'Action Roguelike', 'Roguelike', 'Pixel Graphics', 'Difficult']",2016-04-05,"[{'id': 696, 'name': 'Dodge Roll'}]","[{'id': 124, 'name': 'Devolver Digital'}]","[{'score': 95, 'source': 'Steam', 'count': 70963, 'url': 'https://store.steampowered.com/app/311690/'}, {'score': 84, 'source': 'Metascore', 'count': 26, 'url': 'https://metacritic.com/game/enter-the-gungeon/critic-reviews/?platform=pc'}, {'score': 81, 'source': 'Metacritic User Score', 'count': 224, 'url': 'https://metacritic.com/game/enter-the-gungeon/user-reviews/?platform=pc'}, {'score': 84, 'source': 'OpenCritic', 'count': 79, 'url': 'https://opencritic.com/game/1678/enter-the-gungeon'}]","{'rank': 241, 'waitlisted': 8626, 'collected': 17370}","{'recent': 1380, 'day': 1380, 'week': 1629, 'peak': 13047}",{'game': 'https://isthereanydeal.com/game/enter-the-gungeon/'}
018d937f-164a-71af-aabe-21230f3f3f4e,inside,INSIDE,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937f-164a-71af-aabe-21230f3f3f4e/boxart.jpg', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937f-164a-71af-aabe-21230f3f3f4e/banner145.jpg', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937f-164a-71af-aabe-21230f3f3f4e/banner300.jpg', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937f-164a-71af-aabe-21230f3f3f4e/banner400.jpg', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937f-164a-71af-aabe-21230f3f3f4e/banner600.jpg'}",False,True,True,304430,"['2.5D', 'Puzzle Platformer', 'Atmospheric', 'Dark', 'Story Rich']",2015-01-07,"[{'id': 5697, 'name': 'Playdead'}]","[{'id': 5697, 'name': 'Playdead'}]","[{'score': 96, 'source': 'Steam', 'count': 54333, 'url': 'https://store.steampowered.com/app/304430/'}, {'score': 87, 'source': 'Metascore', 'count': 20, 'url': 'https://metacritic.com/game/inside/critic-reviews/?platform=pc'}, {'score': 83, 'source': 'Metacritic User Score', 'count': 1031, 'url': 'https://metacritic.com/game/inside/user-reviews/?platform=pc'}, {'score': 91, 'source': 'OpenCritic', 'count': 168, 'url': 'https://opencritic.com/game/2848/inside'}]","{'rank': 200, 'waitlisted': 7779, 'collected': 21627}","{'recent': 227, 'day': 230, 'week': 281, 'peak': 3770}",{'game': 'https://isthereanydeal.com/game/inside/'}
018d937f-21c2-736b-98b6-7318743fb38a,stick-fight-the-game,Stick Fight: The Game,game,False,"{'boxart': 'https://dbxce1spal1df.cloudfront.net/018d937f-21c2-736b-98b6-7318743fb38a/boxart.jpg', 'banner145': 'https://dbxce1spal1df.cloudfront.net/018d937f-21c2-736b-98b6-7318743fb38a/banner145.jpg', 'banner300': 'https://dbxce1spal1df.cloudfront.net/018d937f-21c2-736b-98b6-7318743fb38a/banner300.jpg', 'banner400': 'https://dbxce1spal1df.cloudfront.net/018d937f-21c2-736b-98b6-7318743fb38a/banner400.jpg', 'banner600': 'https://dbxce1spal1df.cloudfront.net/018d937f-21c2-736b-98b6-7318743fb38a/banner600.jpg'}",False,False,False,674940,"['Multiplayer', 'Funny', 'Fighting', 'Action', 'Local Multiplayer']",2017-09-28,"[{'id': 929, 'name': 'Landfall West'}]","[{'id': 357, 'name': 'Landfall'}, {'id': 8329, 'name': 'Landfall Games AB'}]","[{'score': 93, 'source': 'Steam', 'count': 95143, 'url': 'https://store.steampowered.com/app/674940/'}, {'score': 81, 'source': 'Metacritic User Score', 'count': 21, 'url': 'https://metacritic.com/game/stick-fight-the-game/user-reviews/?platform=pc'}, {'score': None, 'source': 'OpenCritic', 'count': 4, 'url': 'https://opencritic.com/game/11169/stick-fight-the-game'}]","{'rank': 633, 'waitlisted': 3467, 'collected': 17916}","{'recent': 520, 'day': 555, 'week': 946, 'peak': 3060}",{'game': 'https://isthereanydeal.com/game/stick-fight-the-game/'}
